Index,p0,p1,p2,p3,camber_0.03,camber_0.2,camber_0.4,camber_0.6,camber_0.8,U10_a0_OF_cl,U10_a0_OF_cd,U10_a1_OF_cl,U10_a1_OF_cd,U10_a3_OF_cl,U10_a3_OF_cd
3901,0.006206,0.048021,0.047798,-0.000275,0.000789,0.012859,0.034133,0.024725,0.013099,0.350091,0.002937,0.577875,6e-06,0.757411,0.037764
3902,-0.002352,0.054604,0.042757,-0.004405,-0.000259,0.010426,0.034658,0.0217,0.012182,0.339754,0.001912,0.548613,0.000537,0.757526,0.036796
3912,-0.005764,0.054692,0.043992,0.009213,-0.000687,0.009015,0.03506,0.027128,0.014948,0.362547,0.002233,0.576006,0.000778,0.78462,0.03247
3914,0.000801,0.066244,0.044825,-0.002217,0.000185,0.014067,0.039631,0.023252,0.012658,0.377256,0.001999,0.581388,0.000251,0.730454,0.046195
3915,-0.000713,0.064251,0.044403,-0.007232,-1.3e-05,0.013029,0.038684,0.021246,0.01164,0.359134,0.001994,0.561483,0.000578,0.719792,0.045978
3916,-0.011076,0.066462,0.037273,0.001284,-0.001305,0.008945,0.037041,0.022224,0.013237,0.359841,0.002522,0.544554,0.001969,0.747106,0.039044
3917,-0.004177,0.060455,0.047382,0.004065,-0.000464,0.010867,0.038182,0.026317,0.013967,0.365945,0.002337,0.581912,0.000657,0.779378,0.03709
3918,-0.006618,0.045307,0.037395,0.008913,-0.000833,0.006717,0.029638,0.024899,0.014777,0.337924,0.00214,0.54997,0.000845,0.77026,0.030616
3919,-0.002704,0.057897,0.048957,-0.003712,-0.000289,0.011019,0.037714,0.023897,0.012426,0.360689,0.002017,0.566559,0.00069,0.758949,0.03944
3920,-0.005298,0.064101,0.051076,0.002674,-0.000589,0.011162,0.040564,0.026972,0.013749,0.373001,0.002723,0.581228,0.001462,0.765742,0.039919
3921,-0.007215,0.065044,0.029677,0.003141,-0.000827,0.010184,0.034392,0.020559,0.013484,0.345742,0.002412,0.546613,0.001164,0.746686,0.037662
3923,-0.001117,0.058627,0.051052,0.005288,-8.7e-05,0.01187,0.038745,0.027884,0.014276,0.386949,0.001653,0.592122,0.000543,0.786451,0.037737
3924,-0.011035,0.056056,0.029067,-0.010198,-0.001343,0.006801,0.030699,0.015347,0.010785,0.298142,0.002569,0.492565,0.001868,0.721287,0.037274
3925,-0.004418,0.048102,0.043291,-0.002572,-0.000545,0.008291,0.032406,0.022485,0.012561,0.324969,0.00229,0.535586,0.001067,0.7603,0.03453
3926,-0.008238,0.064392,0.043027,-0.001933,-0.000957,0.009839,0.038098,0.022787,0.012685,0.36087,0.00242,0.5487,0.001882,0.748821,0.039609
3927,-0.00444,0.046214,0.037679,0.011974,-0.000556,0.007822,0.030157,0.026129,0.015398,0.355202,0.001815,0.564114,0.000622,0.782697,0.029785
3928,0.001517,0.061853,0.038353,-0.002911,0.000257,0.01341,0.036109,0.020961,0.012409,0.353625,0.002289,0.56603,7.3e-05,0.719171,0.04417
3929,-0.007929,0.062888,0.035485,-0.002579,-0.000925,0.009555,0.035286,0.02021,0.012428,0.345423,0.002323,0.540666,0.001159,0.737906,0.039412
3930,-0.00668,0.069885,0.052927,0.001061,-0.000739,0.011733,0.043154,0.026996,0.013455,0.379483,0.00315,0.585547,0.001816,0.753646,0.043633
3932,-0.002608,0.052683,0.040686,0.011115,-0.000299,0.00991,0.033465,0.026796,0.015276,0.36394,0.001812,0.578777,0.000166,0.787741,0.031073
3933,-0.007037,0.059478,0.043466,0.00429,-0.000827,0.009399,0.036548,0.025184,0.013947,0.363027,0.002246,0.559523,0.001511,0.778991,0.035398
3934,-0.003822,0.064726,0.033152,-0.006747,-0.000402,0.011619,0.035359,0.017962,0.011549,0.341823,0.001929,0.538829,0.000819,0.722888,0.043319
3935,-0.009504,0.057307,0.048553,0.001441,-0.001145,0.008011,0.037181,0.025677,0.013458,0.35305,0.002585,0.554034,0.002039,0.769556,0.036844
3937,-0.00551,0.062606,0.052813,0.005623,-0.000622,0.010809,0.040564,0.028587,0.014373,0.386065,0.002365,0.588512,0.001436,0.780288,0.038472
3938,0.000472,0.055067,0.036432,0.009949,9.7e-05,0.011613,0.033146,0.025074,0.014969,0.369931,0.001861,0.577555,2.3e-05,0.78563,0.03269
3939,-0.006775,0.05191,0.032266,0.007547,-0.000826,0.007853,0.030468,0.022872,0.014415,0.334867,0.002158,0.537256,0.001232,0.769915,0.030642
3942,-0.002788,0.054739,0.047474,0.011426,-0.000313,0.010344,0.036252,0.029021,0.015453,0.381665,0.001771,0.594041,0.000369,0.793055,0.032832
3943,-0.006626,0.056009,0.038897,-0.008261,-0.00079,0.008823,0.033818,0.019094,0.01134,0.328825,0.002231,0.525555,0.001314,0.742549,0.03735
3944,-0.004179,0.057142,0.031332,-0.002527,-0.000478,0.00996,0.032086,0.018897,0.012369,0.337799,0.001648,0.532137,0.000625,0.748673,0.036019
3945,-0.000106,0.054768,0.026135,-0.00213,2.3e-05,0.011142,0.029808,0.017421,0.012362,0.323664,0.002146,0.536909,0.000261,0.749767,0.03558
3947,-0.003353,0.048586,0.026856,0.009964,-0.00041,0.00857,0.027776,0.02207,0.014811,0.337207,0.001785,0.548873,0.000146,0.770484,0.029582
3949,0.001636,0.059762,0.032876,0.004604,0.000263,0.012964,0.033771,0.022039,0.013832,0.362451,0.00206,0.571855,2.9e-05,0.752194,0.038781
3950,-0.003594,0.058039,0.028902,0.015208,-0.000401,0.010344,0.031855,0.024729,0.015903,0.375465,0.001567,0.571573,0.000443,0.790022,0.03004
3953,0.00168,0.060376,0.035766,0.004657,0.000271,0.013149,0.034866,0.022955,0.013892,0.364191,0.002138,0.574017,4e-05,0.746082,0.040028
3956,-0.003045,0.059727,0.026596,0.009196,-0.000325,0.010868,0.031739,0.021806,0.014652,0.361714,0.001428,0.558216,0.000379,0.770005,0.032706
3959,-0.00746,0.051777,0.024544,0.0124,-0.000912,0.007411,0.02811,0.022289,0.015264,0.336854,0.002205,0.535439,0.001165,0.768242,0.029338
3961,-0.004471,0.057315,0.029965,0.006973,-0.000514,0.009847,0.03181,0.021998,0.014261,0.356186,0.001653,0.553414,0.000491,0.765795,0.032212
3962,0.011948,0.080057,0.04422,-0.003825,0.001642,0.021482,0.044837,0.022593,0.012324,0.394871,0.003604,0.610366,0.001155,0.745441,0.031637
3963,0.000693,0.064012,0.020151,-0.003174,0.000162,0.013186,0.031374,0.015273,0.012051,0.339548,0.001987,0.540428,0.000571,0.699235,0.044982
3964,-0.004642,0.065076,0.033015,0.006155,-0.000503,0.011337,0.035528,0.022705,0.014147,0.363111,0.001981,0.561818,0.000977,0.763756,0.037358
3965,-0.004805,0.072432,0.04403,-0.004419,-0.000493,0.01288,0.041415,0.022246,0.012201,0.362523,0.002877,0.565072,0.0016,0.71915,0.04816
3967,-0.000605,0.05418,0.028552,0.004765,-4.2e-05,0.010855,0.030366,0.020716,0.013792,0.349037,0.001718,0.551853,0.000155,0.76603,0.032679
3968,-0.000255,0.055922,0.027316,0.008065,9e-06,0.011323,0.030667,0.021574,0.014436,0.357475,0.001799,0.560996,0.000122,0.772716,0.032261
3969,-0.003788,0.061663,0.030339,0.016923,-0.00041,0.010991,0.033609,0.02584,0.016273,0.382539,0.001735,0.580082,0.000515,0.794243,0.030514
3972,-0.009577,0.056099,0.026367,0.008713,-0.00116,0.007384,0.030118,0.021523,0.014551,0.334952,0.002485,0.530323,0.001642,0.759815,0.03122
3973,0.000834,0.056362,0.02752,-0.002734,0.000148,0.011874,0.030831,0.017639,0.012263,0.326846,0.0023,0.5421,6.1e-05,0.746036,0.037827
3976,-0.001716,0.05496,0.032284,0.007635,-0.000178,0.010596,0.031759,0.022937,0.014433,0.359133,0.001595,0.559536,0.000192,0.772329,0.032136
3978,-0.001839,0.05411,0.040358,0.004356,-0.000197,0.010509,0.033851,0.024203,0.013908,0.353744,0.00193,0.563517,0.000277,0.774338,0.03355
3979,-0.004961,0.060335,0.017535,-0.004169,-0.000564,0.010026,0.029043,0.014065,0.011806,0.32,0.001738,0.518924,0.000557,0.72748,0.037819
3980,0.000536,0.052825,0.0095,0.012644,9.5e-05,0.010765,0.024243,0.017753,0.01506,0.333401,0.002429,0.546585,0.000197,0.762116,0.030191
3981,-0.008444,0.055093,0.030697,0.008562,-0.001022,0.00774,0.031098,0.022793,0.014593,0.344901,0.002221,0.535023,0.00158,0.766555,0.031328
3984,-0.004365,0.061705,0.034957,-0.00277,-0.000482,0.010829,0.034824,0.019965,0.012381,0.347544,0.001887,0.544954,0.000651,0.740966,0.039534
3986,0.001788,0.052103,0.031529,0.003068,0.00025,0.011514,0.030581,0.020986,0.0135,0.335331,0.002376,0.550564,3.3e-05,0.768885,0.033232
3988,-0.0063,0.053361,0.038367,0.005583,-0.00076,0.008437,0.032832,0.024037,0.014122,0.348575,0.002078,0.545758,0.001238,0.77219,0.032
3989,7.6e-05,0.05937,0.026098,0.002011,6.5e-05,0.012116,0.031508,0.018986,0.013196,0.336892,0.002271,0.551561,0.000178,0.750474,0.037507
3990,-0.006631,0.042107,0.025249,-0.001887,-0.000848,0.00589,0.024723,0.017125,0.012396,0.286241,0.001901,0.48892,0.001216,0.733358,0.03084
3994,-0.001639,0.057095,0.03434,0.003766,-0.000159,0.011078,0.033122,0.022156,0.013688,0.354001,0.001782,0.560173,5.5e-05,0.768823,0.035014
3999,-0.000299,0.054941,0.027752,0.007536,-0.0,0.01112,0.030436,0.021504,0.014337,0.35314,0.001879,0.558147,0.000145,0.771821,0.03208
4000,-0.001184,0.054738,0.027861,0.006409,-0.000112,0.010706,0.030354,0.021118,0.014112,0.352754,0.001614,0.55338,0.000174,0.769025,0.032054
4002,-0.000809,0.058992,0.027184,-0.001282,-4.7e-05,0.011684,0.031638,0.018097,0.01255,0.330335,0.002147,0.546581,4.7e-05,0.746087,0.038108
4003,0.001405,0.057603,0.03919,-0.001883,0.000225,0.012548,0.034826,0.021562,0.012631,0.346523,0.002269,0.56386,4e-06,0.7395,0.04044
4004,0.000282,0.056339,0.028831,-0.003188,7.9e-05,0.011657,0.031195,0.017874,0.012194,0.33239,0.002056,0.5423,0.000216,0.747348,0.037454
4007,0.000633,0.061447,0.030461,0.008194,0.000144,0.012828,0.033649,0.022641,0.014515,0.363701,0.002118,0.572568,0.000149,0.768283,0.036631
4008,6.1e-05,0.062098,0.026085,0.001869,7.5e-05,0.012641,0.032491,0.018954,0.013167,0.344431,0.002114,0.556159,0.000129,0.730834,0.040567
4010,-0.003035,0.05544,0.025955,-0.000263,-0.000342,0.010026,0.02991,0.018064,0.012735,0.331763,0.001539,0.533203,0.000328,0.745348,0.034467
4011,-0.003133,0.052655,0.029448,0.004588,-0.000365,0.009499,0.029992,0.020913,0.013771,0.341523,0.001518,0.540753,0.000424,0.764105,0.031633
4013,-8.9e-05,0.056572,0.028787,0.000499,3.3e-05,0.011544,0.031285,0.019229,0.012936,0.340402,0.001947,0.549384,0.000125,0.755812,0.035909
4014,6.4e-05,0.055165,0.028671,0.006782,4.6e-05,0.011333,0.030801,0.02151,0.014201,0.355199,0.001824,0.558646,0.000171,0.770452,0.032726
4015,-0.002596,0.060762,0.034357,0.008847,-0.000264,0.011386,0.034466,0.024077,0.014712,0.37952,0.001138,0.568885,0.000482,0.778011,0.03441
4016,0.000268,0.060173,0.032924,0.001521,9.3e-05,0.012464,0.033858,0.020915,0.013212,0.354445,0.001951,0.562205,5e-06,0.741132,0.039962
4017,-0.000849,0.05489,0.030403,0.005723,-6.9e-05,0.010919,0.031181,0.021648,0.014016,0.357076,0.001576,0.557469,9.1e-05,0.770063,0.032668
4018,0.00085,0.054124,0.027325,0.00468,0.000141,0.011442,0.030027,0.020306,0.013754,0.344098,0.002056,0.551293,1.3e-05,0.765602,0.033035
4019,-0.001141,0.054316,0.034105,0.009529,-0.000108,0.010744,0.032112,0.024195,0.014846,0.35961,0.001828,0.56773,8.3e-05,0.779652,0.031661
4020,0.000262,0.056294,0.031899,0.004883,7.6e-05,0.011689,0.032173,0.02181,0.013872,0.359188,0.001789,0.561417,0.000118,0.769907,0.03424
4024,-0.001344,0.058861,0.028743,0.002784,-0.000115,0.011456,0.032077,0.020083,0.013396,0.346282,0.001806,0.553492,5.9e-05,0.755724,0.036134
4026,-0.00429,0.058651,0.035276,0.003759,-0.000486,0.010271,0.033873,0.022456,0.013702,0.354775,0.001892,0.556281,0.00047,0.767903,0.034975
4028,0.001189,0.055685,0.034677,0.004829,0.00019,0.012009,0.032822,0.022641,0.013908,0.359438,0.002003,0.566095,7.4e-05,0.775002,0.034692
4029,-0.004973,0.057011,0.03219,0.004264,-0.000578,0.009611,0.032329,0.021677,0.013752,0.351103,0.001768,0.541197,0.001035,0.76211,0.033572
4030,-0.001907,0.057212,0.030165,0.005503,-0.000193,0.010919,0.031911,0.021514,0.013968,0.361132,0.001363,0.558546,9.4e-05,0.766402,0.033477
4031,0.000539,0.05442,0.031801,0.008358,0.000103,0.01144,0.031505,0.023051,0.014571,0.355755,0.002011,0.567656,4.7e-05,0.779291,0.032179
4032,-0.000573,0.0566,0.034283,0.006693,-2.8e-05,0.011433,0.032988,0.023219,0.014277,0.361442,0.001845,0.565871,6e-05,0.775612,0.033864
4033,-0.000616,0.053881,0.030001,0.008196,-4.4e-05,0.010815,0.030724,0.022432,0.014508,0.358704,0.001674,0.561958,2e-06,0.776724,0.031453
4034,0.000618,0.05468,0.030708,0.004269,0.000114,0.011507,0.031237,0.021202,0.013728,0.351437,0.001901,0.557581,0.000134,0.7678,0.033719
4035,0.000563,0.05322,0.033133,0.008829,0.000101,0.011238,0.031476,0.023626,0.014688,0.350972,0.002197,0.564469,0.000192,0.782418,0.031742
4036,9.1e-05,0.053977,0.033687,0.010664,4.5e-05,0.011194,0.031917,0.024483,0.015067,0.358754,0.002074,0.570565,0.000124,0.786554,0.03141
4037,0.000348,0.056796,0.029149,0.00599,8.9e-05,0.011779,0.031539,0.021378,0.014049,0.354912,0.001933,0.560268,0.000209,0.768469,0.033973
4038,-0.002697,0.057059,0.030203,0.004625,-0.000292,0.010555,0.031832,0.021199,0.013792,0.358549,0.001244,0.554678,0.000164,0.765781,0.033358
4039,0.000379,0.055954,0.03132,0.003738,8.9e-05,0.011663,0.031869,0.021205,0.013631,0.356261,0.001781,0.558226,0.000131,0.767063,0.034591
4040,-0.000589,0.053956,0.028268,0.005028,-4.1e-05,0.010813,0.030202,0.020724,0.01384,0.348797,0.001722,0.55166,0.000168,0.766582,0.032456
4043,-0.002752,0.057456,0.025252,0.00458,-0.000298,0.010528,0.030481,0.01966,0.013699,0.34356,0.001637,0.54421,0.000383,0.758337,0.033341
4044,-0.002798,0.055429,0.02804,0.007874,-0.000312,0.010159,0.030614,0.021722,0.01441,0.359911,0.001272,0.551755,0.00038,0.772043,0.031182
4046,-0.002241,0.05299,0.032888,0.010949,-0.000252,0.009999,0.031238,0.024334,0.015111,0.354374,0.001829,0.563472,0.000279,0.783553,0.030595
4047,-0.000585,0.052951,0.033689,0.012354,-4.4e-05,0.010707,0.031537,0.025101,0.015408,0.361476,0.001954,0.573413,2.1e-05,0.788029,0.030434
4053,0.001165,0.057562,0.034599,0.006393,0.000195,0.012363,0.033492,0.023214,0.014222,0.363969,0.001997,0.571494,7.8e-05,0.778087,0.034991
4054,-0.000243,0.053503,0.032025,0.008232,1e-06,0.010933,0.031211,0.023066,0.014549,0.348409,0.002116,0.562237,0.000103,0.779177,0.03167
4056,-0.002366,0.056346,0.033884,0.011403,-0.000254,0.010616,0.032754,0.024839,0.01522,0.372989,0.001438,0.567207,0.000491,0.785354,0.031315
4057,-0.000285,0.053487,0.032431,0.006219,-4e-06,0.010919,0.031308,0.022445,0.01415,0.344645,0.002126,0.55635,0.000223,0.774202,0.032474
4059,0.000615,0.052619,0.034343,0.010067,0.000105,0.011162,0.031636,0.024452,0.014958,0.358645,0.002041,0.571947,1.9e-05,0.786316,0.031437
4061,-0.000229,0.057452,0.03549,0.009283,1.9e-05,0.011765,0.033696,0.024558,0.014819,0.366958,0.001924,0.57482,8.1e-05,0.782683,0.033663
4062,-0.000993,0.056076,0.032397,0.006905,-8.2e-05,0.011122,0.032217,0.022712,0.014288,0.365113,0.001527,0.562746,0.000114,0.774735,0.033022
4063,0.000285,0.054269,0.03435,0.009088,7e-05,0.011344,0.032215,0.024106,0.014761,0.359726,0.001998,0.569424,0.000101,0.782676,0.032246
4064,-0.004053,0.058709,0.027982,0.003121,-0.000456,0.010264,0.031698,0.019972,0.013451,0.345172,0.001574,0.545186,0.000354,0.755879,0.034237
4065,-0.002813,0.053216,0.031286,0.010624,-0.000323,0.009774,0.030814,0.023722,0.015019,0.353419,0.001686,0.558887,0.000355,0.778858,0.030441
4066,-0.003392,0.050783,0.028506,0.007401,-0.000406,0.009009,0.029045,0.021648,0.014322,0.334716,0.00181,0.543162,0.000396,0.767493,0.030611
4067,-0.001681,0.05834,0.034179,0.004267,-0.000159,0.0113,0.033527,0.022303,0.013786,0.361025,0.001557,0.56069,0.000147,0.769242,0.035279
4068,-0.002356,0.057783,0.031867,0.007379,-0.000247,0.010867,0.032631,0.022739,0.014375,0.368871,0.001237,0.562684,0.000266,0.773686,0.032987
4070,-0.000222,0.054847,0.036323,0.009689,9e-06,0.011274,0.033007,0.024942,0.014915,0.368836,0.001759,0.575654,1e-06,0.78466,0.032403
4071,0.000361,0.058423,0.033618,0.007344,9.7e-05,0.012174,0.033488,0.023271,0.014397,0.369204,0.001771,0.57286,6.4e-05,0.77852,0.034547
4072,0.000426,0.053634,0.033989,0.00779,8.6e-05,0.011274,0.03187,0.023508,0.014493,0.354792,0.002043,0.564936,0.000156,0.779995,0.032428
4074,-0.002423,0.052441,0.031732,0.007639,-0.000277,0.009796,0.030655,0.022746,0.014425,0.342343,0.001913,0.550786,0.000353,0.774593,0.031142
4076,0.001243,0.053813,0.037756,0.007176,0.000189,0.011717,0.033094,0.024443,0.014433,0.361123,0.002079,0.574264,6e-06,0.78346,0.033397
4080,0.000789,0.053676,0.037165,0.006273,0.000132,0.011489,0.032843,0.023925,0.014241,0.357136,0.002055,0.569368,1.7e-05,0.780133,0.033471
4082,0.000103,0.054506,0.034235,0.007735,4.9e-05,0.011311,0.032248,0.023572,0.014486,0.358079,0.001946,0.565946,0.00012,0.779497,0.032798
4083,0.00026,0.054795,0.038556,0.00704,7e-05,0.011505,0.033655,0.024648,0.014419,0.366262,0.00187,0.573326,3e-06,0.782543,0.033646
4084,0.000155,0.055139,0.035874,0.008568,5.8e-05,0.011483,0.032981,0.024391,0.014682,0.367523,0.001794,0.572579,4.6e-05,0.782069,0.033081
4086,-0.001094,0.054759,0.033097,0.008508,-0.000101,0.010834,0.031961,0.023509,0.014623,0.356279,0.001893,0.563544,0.000122,0.777627,0.03207
4087,-0.000426,0.054531,0.035698,0.007443,-1.8e-05,0.011115,0.032677,0.023914,0.014452,0.363632,0.00173,0.567851,4.6e-05,0.778867,0.033012
4088,-0.000752,0.053364,0.03547,0.007466,-6.3e-05,0.010746,0.032174,0.023842,0.014453,0.355661,0.001864,0.565715,2.8e-05,0.779386,0.032292
4090,0.00014,0.054163,0.036203,0.007648,5.2e-05,0.011292,0.032718,0.024143,0.014502,0.360327,0.001926,0.569849,3.3e-05,0.780637,0.033013
4092,-0.001393,0.051462,0.035766,0.007677,-0.000152,0.010108,0.031553,0.023995,0.0145,0.350712,0.001893,0.564668,2e-06,0.78059,0.031301
4094,-0.001784,0.053387,0.030033,0.006695,-0.000193,0.010224,0.0305,0.021881,0.014206,0.349023,0.001677,0.554495,9.2e-05,0.772214,0.031457
4097,-0.000285,0.053718,0.039511,0.006134,-3e-06,0.011079,0.033525,0.024597,0.014252,0.357215,0.002085,0.568875,5.4e-05,0.78105,0.033338
4099,-0.000257,0.053462,0.033759,0.005975,-1e-06,0.010947,0.031698,0.022763,0.014123,0.35175,0.001926,0.559474,0.000147,0.77446,0.032854
4100,0.000694,0.058673,0.033642,0.005021,0.00014,0.012365,0.033577,0.02242,0.013929,0.363069,0.001883,0.569354,1e-05,0.771113,0.036288
4104,7.1e-05,0.056713,0.032264,0.00498,5.4e-05,0.011695,0.032429,0.021963,0.013898,0.361528,0.001719,0.562208,0.000112,0.770251,0.03437
4105,-0.000505,0.053725,0.0349,0.005738,-3.1e-05,0.010912,0.032127,0.023029,0.014095,0.353865,0.001855,0.561072,6.6e-05,0.774286,0.03317
4106,-0.001286,0.054202,0.035036,0.006556,-0.000127,0.010675,0.03232,0.023378,0.014262,0.359949,0.001618,0.562296,0.000102,0.774039,0.03284
4107,-0.000395,0.052925,0.035236,0.007684,-2e-05,0.010808,0.031959,0.023847,0.014493,0.352861,0.001988,0.565869,1e-06,0.780224,0.032132
4108,0.000844,0.054208,0.034994,0.005378,0.00014,0.01158,0.032375,0.022929,0.014024,0.355426,0.001999,0.564255,0.000128,0.774707,0.03385
4109,-0.002336,0.055067,0.03454,0.006578,-0.000255,0.01039,0.032447,0.023242,0.014258,0.360131,0.001484,0.560875,0.000163,0.774149,0.03269
4110,-0.000955,0.055248,0.031685,0.006563,-8.1e-05,0.010965,0.031701,0.022358,0.014207,0.359256,0.001622,0.560075,0.000116,0.772813,0.032673
4111,-0.001521,0.053048,0.033152,0.010318,-0.000161,0.01032,0.031358,0.024182,0.014989,0.354106,0.001916,0.565296,0.000116,0.783758,0.030856
4112,-0.001179,0.051667,0.034445,0.005312,-0.000124,0.010217,0.031216,0.022713,0.014001,0.342292,0.001994,0.555584,6.5e-05,0.770389,0.032153
4113,-0.001111,0.053551,0.035232,0.009042,-0.000108,0.010626,0.032171,0.024355,0.014766,0.360126,0.00177,0.568853,3.7e-05,0.779697,0.031668
4114,-0.001154,0.053832,0.028838,0.005516,-0.000112,0.010559,0.030314,0.02108,0.013948,0.351982,0.001578,0.552595,0.000117,0.76841,0.032046
4115,-0.000836,0.053981,0.035016,0.008624,-7.1e-05,0.010823,0.032268,0.024137,0.014678,0.361456,0.001752,0.568236,5.3e-05,0.780663,0.032105
4117,-0.001182,0.052125,0.03078,0.008575,-0.000123,0.010245,0.030306,0.022797,0.014597,0.343574,0.002048,0.557894,2e-05,0.778679,0.030724
4119,-0.000359,0.053814,0.033547,0.010361,-1.2e-05,0.010969,0.031797,0.024326,0.015004,0.357672,0.002012,0.568412,0.000116,0.785304,0.031339
4121,-0.000552,0.05318,0.033729,0.012575,-3.9e-05,0.010766,0.031635,0.025197,0.015453,0.362352,0.001962,0.574089,3.1e-05,0.788577,0.030439
4122,-0.00032,0.055305,0.034066,0.010797,-1e-06,0.011285,0.032499,0.024661,0.015101,0.364658,0.001939,0.57279,9.1e-05,0.785537,0.031808
4123,-0.001906,0.053527,0.029759,0.007374,-0.000208,0.010195,0.03047,0.022049,0.014338,0.355523,0.001497,0.556155,7.8e-05,0.773551,0.031166
4124,-0.001105,0.051349,0.033063,0.009358,-0.000116,0.010164,0.030722,0.023783,0.014794,0.351215,0.001908,0.56369,2.9e-05,0.782315,0.030783
4125,-0.00267,0.054064,0.0328,0.007545,-0.000301,0.010025,0.031555,0.023055,0.014424,0.351047,0.0017,0.55277,0.000504,0.774313,0.031709
4127,-0.001904,0.053674,0.034963,0.006375,-0.000207,0.010309,0.032083,0.023284,0.014224,0.357088,0.00156,0.559691,0.000118,0.771259,0.032341
4128,-0.001517,0.052855,0.034835,0.007318,-0.000161,0.010312,0.03177,0.023587,0.014412,0.35183,0.001825,0.561328,9.1e-05,0.774537,0.031841
4129,-0.002874,0.054587,0.030112,0.005735,-0.000325,0.009996,0.030911,0.02156,0.014014,0.355814,0.001273,0.549299,0.000332,0.767862,0.031937
4130,-0.001372,0.055035,0.032329,0.005824,-0.000134,0.010757,0.031796,0.02228,0.014069,0.356925,0.001621,0.557038,0.00014,0.771027,0.032903
4131,-0.002,0.054393,0.033203,0.008534,-0.000216,0.01038,0.031829,0.023548,0.01463,0.355498,0.001755,0.559912,0.000276,0.778012,0.031641
4132,-0.002464,0.053364,0.034722,0.009996,-0.000278,0.010007,0.03191,0.024549,0.01495,0.361683,0.00153,0.564263,0.000357,0.783073,0.030942
4133,-0.001369,0.051364,0.031928,0.011143,-0.000149,0.010036,0.030392,0.024096,0.015134,0.350957,0.001974,0.564603,6e-05,0.78505,0.030146
4134,-0.000942,0.056978,0.033216,0.005755,-7.2e-05,0.011333,0.032782,0.022546,0.01407,0.363483,0.001607,0.56351,1.7e-05,0.771455,0.034051
4135,-0.002133,0.054214,0.031573,0.008268,-0.000233,0.010262,0.031266,0.022946,0.014549,0.354954,0.001626,0.558809,0.000167,0.776284,0.031425
4136,0.000438,0.054391,0.035407,0.010618,9e-05,0.01145,0.032597,0.025,0.015087,0.366771,0.001924,0.576755,4.2e-05,0.786941,0.03193
4137,-0.001644,0.054316,0.029505,0.005492,-0.000172,0.010455,0.030672,0.021281,0.013954,0.354847,0.00146,0.552938,0.000129,0.765763,0.032139
4138,-0.000364,0.052477,0.033913,0.008936,-1.8e-05,0.010712,0.03141,0.023899,0.014723,0.35255,0.002022,0.566274,5e-05,0.782434,0.031444
4139,-0.001501,0.054946,0.032507,0.007774,-0.000151,0.010688,0.03183,0.023057,0.014465,0.358791,0.001659,0.560951,0.000153,0.773664,0.032183
4142,0.000147,0.052468,0.034605,0.008598,4.6e-05,0.010939,0.031631,0.023987,0.014666,0.353168,0.00206,0.567766,3.6e-05,0.782274,0.031754
4144,-0.00154,0.052713,0.032161,0.009246,-0.000165,0.010231,0.030928,0.023476,0.014756,0.347833,0.002005,0.559316,0.000169,0.780573,0.030919
4145,-0.001543,0.051092,0.031385,0.01059,-0.000172,0.0099,0.030119,0.023721,0.015014,0.346514,0.002036,0.561523,5.6e-05,0.782748,0.030185
4146,-0.001672,0.056326,0.032784,0.006268,-0.000167,0.010889,0.032394,0.022597,0.014166,0.363468,0.001463,0.560982,9.3e-05,0.77136,0.033265
4147,-0.000137,0.05558,0.034004,0.009826,2.3e-05,0.011415,0.032578,0.024285,0.014904,0.361978,0.001994,0.570873,0.000102,0.783144,0.032325
4148,-0.001115,0.05263,0.037595,0.009065,-0.000112,0.010483,0.03255,0.025083,0.014811,0.360288,0.001851,0.571452,1.7e-05,0.782487,0.031381
4149,-0.000317,0.052752,0.034215,0.008502,-1.1e-05,0.010791,0.031599,0.023834,0.01464,0.353177,0.002011,0.565453,6.9e-05,0.781257,0.031696
4150,-0.000772,0.051984,0.0333,0.009373,-7.2e-05,0.010433,0.031036,0.023868,0.014801,0.352726,0.001941,0.564993,4.2e-05,0.780357,0.030937
4154,-3e-06,0.055112,0.030368,0.009531,3.8e-05,0.011321,0.031315,0.023051,0.014783,0.36528,0.001698,0.569058,1.9e-05,0.780362,0.031661
4156,-0.000371,0.054191,0.034201,0.008771,-1.2e-05,0.011048,0.032116,0.023942,0.014694,0.358739,0.001908,0.567051,8.9e-05,0.781198,0.032101
4157,-0.00018,0.053644,0.033363,0.01031,1e-05,0.011009,0.031686,0.024249,0.014991,0.356188,0.002067,0.568088,0.000124,0.785302,0.031319
4158,-0.001973,0.053936,0.032976,0.006678,-0.000214,0.010298,0.031579,0.022787,0.014252,0.351016,0.001742,0.556283,0.0002,0.770249,0.03214
4159,-0.000825,0.053305,0.036007,0.006097,-7.3e-05,0.010712,0.0323,0.0235,0.014186,0.354474,0.001832,0.562284,4.4e-05,0.776307,0.032734
4161,-0.000956,0.053292,0.034067,0.007544,-8.9e-05,0.010622,0.031719,0.023438,0.014445,0.354982,0.001821,0.562415,0.000101,0.775595,0.032057
4162,-0.001501,0.051277,0.036112,0.006759,-0.000166,0.010032,0.031578,0.023759,0.014321,0.348606,0.001906,0.561395,8.1e-05,0.778112,0.031486
