Index,p0,p1,p2,p3,camber_0.03,camber_0.2,camber_0.4,camber_0.6,camber_0.8,U10_a0_OF_cl,U10_a0_OF_cd,U10_a1_OF_cl,U10_a1_OF_cd,U10_a3_OF_cl,U10_a3_OF_cd
457,-0.003536,0.006657,0.007791,0.003429,-0.000607,1.1e-05,0.006773,0.013398,0.013174,0.288889,0.002755,0.514409,0.000548,0.680271,0.035497
458,-0.00062,0.004779,0.009894,0.007004,-0.000249,0.000918,0.006862,0.015354,0.01393,0.30259,0.003271,0.538812,0.000851,0.692387,0.035981
459,0.000176,0.005044,0.0093,0.006189,-0.000148,0.001297,0.006799,0.014871,0.013755,0.308512,0.003292,0.538827,0.000823,0.690028,0.036692
460,0.000358,0.006726,0.008987,0.006526,-0.000118,0.001697,0.007324,0.014915,0.013818,0.307968,0.003365,0.539564,0.000775,0.692305,0.03658
461,0.000749,0.007581,0.010978,0.002105,-6.5e-05,0.002063,0.008209,0.013897,0.012961,0.28886,0.003261,0.53002,0.000578,0.688365,0.036008
462,-0.00277,0.008649,0.009348,0.002141,-0.000503,0.00075,0.00798,0.013418,0.01294,0.288681,0.002675,0.512344,0.000532,0.684343,0.034599
463,-0.000296,0.006113,0.009443,0.004403,-0.000203,0.001308,0.007198,0.014263,0.013398,0.296422,0.003222,0.532793,0.000649,0.687462,0.036281
464,-0.008,0.013484,0.009561,-0.00122,-0.001139,-0.000525,0.00958,0.012281,0.012267,0.269026,0.001916,0.477714,0.000425,0.677314,0.033162
465,-0.002185,0.007938,0.011984,0.006806,-0.000432,0.000903,0.008578,0.015953,0.013925,0.301632,0.002907,0.539746,0.000497,0.698958,0.034483
466,-0.006396,0.007901,0.009577,0.006911,-0.000961,-0.000931,0.00769,0.015249,0.013906,0.303861,0.002241,0.51167,0.000801,0.687995,0.03454
467,-0.003939,0.008627,0.009469,-0.00162,-0.00065,0.000252,0.007934,0.012062,0.012184,0.279305,0.00226,0.497154,0.000516,0.673423,0.034672
468,-0.004944,0.011697,0.012096,0.000844,-0.000763,0.000466,0.009824,0.013812,0.012725,0.290694,0.001953,0.498722,0.000549,0.685711,0.033099
469,-0.004908,0.012275,0.008395,-0.002926,-0.000756,0.000534,0.008886,0.011279,0.011903,0.281928,0.001754,0.476364,0.00059,0.67555,0.033559
470,-0.000934,0.006292,0.011469,0.004062,-0.000282,0.001105,0.007847,0.014763,0.013363,0.291489,0.003087,0.532614,0.000576,0.689959,0.035391
471,-0.002301,0.010916,0.010132,0.000224,-0.000434,0.001404,0.009038,0.01297,0.012567,0.288008,0.002458,0.506128,0.000488,0.684616,0.033761
472,-0.003053,0.007097,0.008733,0.004027,-0.000545,0.000318,0.007239,0.013914,0.01331,0.287785,0.00288,0.519172,0.000533,0.684178,0.035252
473,-0.001579,0.006828,0.009972,0.008746,-0.000361,0.000911,0.007608,0.016042,0.014282,0.303573,0.003255,0.543887,0.000597,0.698639,0.035307
474,-0.006253,0.00785,0.010401,0.004999,-0.000943,-0.000867,0.007909,0.014794,0.013534,0.296076,0.002193,0.509289,0.000753,0.684984,0.034416
475,-0.00427,0.010843,0.006658,0.000415,-0.000682,0.000497,0.007896,0.011969,0.012547,0.291763,0.002066,0.490022,0.000644,0.677225,0.034256
476,-0.0015,0.00402,0.008348,0.002829,-0.000363,0.000371,0.006053,0.013323,0.013062,0.288676,0.003084,0.521465,0.000792,0.67936,0.036305
477,-0.000892,0.002362,0.009207,0.006873,-0.000293,0.00032,0.005768,0.015072,0.013892,0.309541,0.003061,0.537806,0.001052,0.687842,0.03651
478,-0.005298,0.010254,0.009344,-0.001385,-0.000813,-1e-05,0.008439,0.012124,0.01223,0.284939,0.001816,0.486745,0.000612,0.675035,0.033798
479,-0.000778,0.00578,0.012568,-5.8e-05,-0.000264,0.001089,0.007962,0.01357,0.012551,0.281078,0.002905,0.533988,0.000308,0.683178,0.035448
480,-0.000875,0.004056,0.009439,1.9e-05,-0.000284,0.000661,0.006392,0.012619,0.012514,0.286718,0.002887,0.514311,0.000744,0.675706,0.036419
481,-0.004182,0.005887,0.011957,0.000712,-0.000691,-0.000345,0.007703,0.013668,0.012696,0.277098,0.002475,0.515045,0.000483,0.678441,0.03479
482,-0.003152,0.007378,0.01052,0.000983,-0.000556,0.00036,0.007849,0.013339,0.012727,0.283698,0.002584,0.514277,0.000445,0.680797,0.034882
483,0.000709,0.004052,0.011424,-0.000105,-8.5e-05,0.001365,0.007044,0.013184,0.012523,0.286415,0.003142,0.526063,0.00064,0.680176,0.036983
484,-0.001647,0.006458,0.012252,0.001322,-0.000371,0.000847,0.008094,0.01399,0.012824,0.281458,0.002895,0.534036,0.000295,0.686009,0.035054
485,-0.001232,0.00281,0.011356,0.00017,-0.000334,0.000298,0.006507,0.013254,0.012577,0.282164,0.002878,0.520164,0.000733,0.678847,0.036059
486,-0.003255,0.009587,0.010882,0.001497,-0.00056,0.000752,0.008759,0.013661,0.012836,0.288256,0.002471,0.511119,0.000484,0.685258,0.034123
487,-0.001377,0.006791,0.010611,0.000534,-0.000335,0.001,0.007723,0.013195,0.012638,0.279348,0.00296,0.521768,0.000388,0.681573,0.03539
488,-0.00103,0.006869,0.009385,0.001336,-0.000292,0.001142,0.007401,0.013115,0.012779,0.283391,0.003043,0.522164,0.000557,0.681476,0.035689
489,-0.002128,0.004871,0.01133,0.005196,-0.000438,0.000319,0.007258,0.015127,0.01359,0.289568,0.003071,0.538836,0.000441,0.691041,0.03528
490,-0.001205,0.00576,0.010651,0.001044,-0.000318,0.000873,0.007372,0.013387,0.012741,0.282167,0.00298,0.521506,0.000551,0.68165,0.035745
491,-0.00151,0.000922,0.01035,0.002453,-0.000377,-0.000205,0.00553,0.013773,0.01302,0.297338,0.002668,0.522077,0.000935,0.678737,0.036405
492,4.8e-05,0.005677,0.008869,0.002748,-0.000161,0.001359,0.006864,0.013469,0.013055,0.295579,0.003182,0.526532,0.000713,0.682136,0.036867
493,0.002349,0.00543,0.015198,0.004458,0.000127,0.002391,0.008779,0.016051,0.013506,0.299495,0.00336,0.54358,0.000687,0.701017,0.035706
494,-0.005714,0.011316,0.008224,0.000379,-0.000861,2e-06,0.008487,0.012443,0.012566,0.290291,0.001804,0.482156,0.00065,0.679161,0.033641
495,-0.002787,0.00593,0.011362,-0.002709,-0.000516,0.000246,0.007558,0.012217,0.011997,0.268601,0.002638,0.514448,0.00035,0.673274,0.0352
496,-2.8e-05,0.001287,0.015537,0.002105,-0.000189,0.00058,0.007275,0.015246,0.013037,0.294465,0.00272,0.524026,0.000821,0.691046,0.035729
497,0.002104,0.002272,0.011508,-0.000393,8.3e-05,0.001612,0.006472,0.013088,0.012466,0.289962,0.003305,0.525441,0.001145,0.680118,0.037395
498,3.2e-05,0.00132,0.015372,-0.000319,-0.000181,0.000609,0.007218,0.014297,0.012546,0.288493,0.002669,0.519145,0.00071,0.685315,0.035865
499,-0.003523,0.006772,0.009424,-0.000276,-0.000605,6.6e-05,0.007275,0.012529,0.012455,0.285239,0.002371,0.506835,0.000483,0.674948,0.035307
500,-0.005386,0.008132,0.014245,-0.004795,-0.000833,-0.000382,0.009114,0.012352,0.011625,0.271028,0.001769,0.488225,0.000621,0.669987,0.034046
501,0.000348,0.003941,0.01177,0.004752,-0.000131,0.001196,0.007138,0.01509,0.013507,0.301835,0.00314,0.538452,0.000809,0.690638,0.036336
502,-0.000167,0.005586,0.013627,-0.00092,-0.000188,0.001328,0.008225,0.013575,0.012395,0.282445,0.002842,0.527698,0.000422,0.684065,0.035743
503,-0.001583,0.004264,0.010993,0.001957,-0.000372,0.000426,0.006927,0.013817,0.012931,0.28675,0.002912,0.523992,0.00069,0.682871,0.035681
504,-0.00486,0.008155,0.013516,-0.005315,-0.000767,-0.000166,0.008917,0.011935,0.011508,0.273281,0.001768,0.490391,0.000581,0.669087,0.034154
505,-0.001676,0.004382,0.011821,-0.001786,-0.000383,0.000423,0.007183,0.012687,0.01219,0.279194,0.002624,0.514669,0.000573,0.676561,0.035685
506,-0.000356,0.005484,0.012255,-0.001425,-0.000213,0.001205,0.007764,0.012964,0.012271,0.277348,0.002965,0.52133,0.000468,0.679717,0.036026
507,-0.000724,0.004408,0.012626,0.001294,-0.000263,0.000846,0.007496,0.014077,0.012825,0.284149,0.003013,0.528129,0.000606,0.685451,0.035679
508,-0.002974,0.003448,0.013141,-0.002416,-0.00055,-0.000289,0.007191,0.012852,0.012086,0.272182,0.002442,0.513855,0.00044,0.675205,0.035385
509,0.000288,0.007284,0.012044,-0.002405,-0.000124,0.001826,0.008367,0.012552,0.012069,0.27403,0.003046,0.517201,0.000531,0.679511,0.035939
510,-0.004005,0.009351,0.012184,-0.002219,-0.000655,0.000409,0.009007,0.012683,0.012109,0.278932,0.002137,0.500295,0.000544,0.675764,0.034006
511,-0.000656,0.00871,0.012825,0.004166,-0.000237,0.001716,0.009143,0.015241,0.013407,0.292708,0.003041,0.539691,0.000396,0.696209,0.034498
512,-0.001978,0.003863,0.00889,-0.000446,-0.000423,0.000146,0.006113,0.012275,0.012411,0.280902,0.002783,0.509616,0.000742,0.672956,0.036116
513,0.00064,0.005962,0.013567,0.002172,-8.6e-05,0.001743,0.0084,0.014706,0.013018,0.289911,0.003147,0.5374,0.000532,0.691444,0.035828
514,-0.007427,0.011057,0.008866,-0.002042,-0.001077,-0.000765,0.008505,0.011741,0.012089,0.277975,0.001555,0.473711,0.000575,0.672422,0.034025
515,3.2e-05,0.00605,0.013817,0.001328,-0.000161,0.001506,0.008478,0.014471,0.012852,0.283679,0.003082,0.538335,0.000363,0.689524,0.035529
516,-6.8e-05,0.001188,0.008983,0.002698,-0.000194,0.000437,0.005268,0.013445,0.013047,0.305212,0.002938,0.526157,0.000931,0.676424,0.037342
517,-0.005095,0.006371,0.007298,0.001471,-0.000804,-0.000714,0.006448,0.012518,0.012771,0.288504,0.002248,0.499158,0.000682,0.672494,0.035101
518,0.001723,0.001893,0.013618,-0.000564,3.4e-05,0.00141,0.006955,0.013671,0.012467,0.285339,0.00312,0.522932,0.001086,0.683152,0.036997
519,-0.00234,0.005069,0.012081,0.00143,-0.000463,0.000279,0.007515,0.013965,0.012843,0.282129,0.002765,0.531378,0.000304,0.684152,0.035162
520,0.001433,0.004343,0.014512,0.001128,7e-06,0.001779,0.008117,0.014595,0.012823,0.286902,0.003228,0.532954,0.00066,0.690041,0.036301
521,-0.000971,0.005238,0.013119,0.004539,-0.000291,0.000911,0.007966,0.015438,0.013487,0.288299,0.003152,0.542308,0.000535,0.694114,0.03535
522,-0.001647,0.005906,0.01412,0.00055,-0.000373,0.00077,0.00845,0.014275,0.0127,0.282207,0.002703,0.535019,0.000239,0.687572,0.03488
523,-0.005915,0.008649,0.00678,-0.000905,-0.000898,-0.000627,0.007067,0.011498,0.012283,0.284652,0.001848,0.481419,0.000719,0.670205,0.034752
524,-0.00257,0.003742,0.008141,0.002355,-0.000498,-0.000141,0.005847,0.013081,0.012963,0.28433,0.002946,0.516383,0.000649,0.676964,0.035959
525,-0.002065,0.006798,0.008121,-0.002185,-0.000422,0.000669,0.006927,0.01142,0.012048,0.270086,0.002815,0.506571,0.000435,0.670483,0.035831
526,0.000111,0.003127,0.011867,0.003381,-0.000164,0.000938,0.006852,0.014604,0.013233,0.299896,0.002974,0.533023,0.00077,0.687118,0.03633
527,-0.001223,0.003452,0.008278,-0.003852,-0.00033,0.000377,0.005777,0.010821,0.011714,0.270539,0.002899,0.499577,0.000786,0.663019,0.036849
528,0.001017,0.002432,0.011756,0.001985,-5.3e-05,0.001185,0.006587,0.014047,0.012949,0.295968,0.003117,0.529869,0.000846,0.683662,0.036993
529,-0.001945,0.006858,0.010342,-0.002786,-0.000406,0.000768,0.007617,0.011882,0.011964,0.275268,0.002579,0.51149,0.000339,0.672748,0.035319
530,-0.00114,0.00443,0.012602,-0.001878,-0.000315,0.000673,0.007455,0.012894,0.012185,0.280119,0.002662,0.517296,0.000556,0.678258,0.035784
531,0.000164,0.005684,0.013178,0.001544,-0.000146,0.00148,0.008159,0.014351,0.012884,0.287256,0.003076,0.533339,0.000552,0.688428,0.035821
532,0.001864,0.005282,0.013027,0.004195,6.5e-05,0.002121,0.008051,0.015283,0.013416,0.295918,0.003492,0.543088,0.000615,0.693377,0.036042
533,-0.002089,0.006221,0.011153,0.005884,-0.000427,0.000595,0.007701,0.015339,0.013725,0.292589,0.003075,0.538362,0.000463,0.693451,0.035077
534,-0.00038,0.004508,0.015271,-0.002809,-0.00022,0.001054,0.008306,0.013372,0.012042,0.275519,0.00277,0.516177,0.000592,0.681459,0.035619
535,-0.001285,0.006719,0.012198,0.000762,-0.000324,0.001051,0.00818,0.013768,0.01271,0.279899,0.002934,0.531909,0.000266,0.68483,0.035082
536,4.4e-05,0.003675,0.016549,0.004993,-0.00017,0.001092,0.008473,0.01665,0.013636,0.298694,0.002945,0.534889,0.000789,0.700823,0.03529
537,-0.00368,0.006109,0.010496,-0.002841,-0.000627,-0.000113,0.00733,0.011903,0.011956,0.274321,0.002301,0.502901,0.000446,0.669613,0.03535
538,-0.000956,0.003162,0.012579,0.003797,-0.000298,0.000504,0.007044,0.014978,0.013328,0.297929,0.002835,0.53157,0.000803,0.689585,0.035722
539,-0.00086,0.005647,0.013473,0.000239,-0.000275,0.001043,0.008187,0.013958,0.012626,0.282526,0.002824,0.535736,0.000349,0.685598,0.035311
540,0.001227,0.00453,0.012704,0.001212,-1.8e-05,0.001699,0.007633,0.014071,0.01281,0.287085,0.003293,0.53107,0.000629,0.686977,0.036611
541,-0.000333,0.005753,0.012983,0.004189,-0.000209,0.001279,0.008131,0.015271,0.013414,0.290116,0.003214,0.541745,0.000496,0.693356,0.035464
542,-0.001366,0.00431,0.011556,0.00017,-0.000344,0.000537,0.007106,0.013329,0.01258,0.284504,0.002794,0.521368,0.00061,0.68041,0.035764
543,-0.002569,0.007764,0.010274,0.006227,-0.000481,0.000678,0.007981,0.01521,0.01378,0.299276,0.002881,0.529796,0.000544,0.693647,0.034763
544,-0.002169,0.007694,0.010307,-0.000604,-0.000431,0.000835,0.00792,0.012688,0.012403,0.283597,0.002567,0.513672,0.000397,0.678856,0.034881
545,-0.003192,0.008297,0.008936,0.001396,-0.000557,0.000495,0.007706,0.013012,0.012783,0.286643,0.002588,0.507686,0.00051,0.680639,0.034842
546,-0.000775,0.007195,0.012927,-0.005484,-0.000258,0.001372,0.008536,0.011682,0.011464,0.266117,0.002714,0.516096,0.000455,0.671454,0.035327
547,-0.001267,0.007343,0.015015,-0.000815,-0.000319,0.001226,0.009242,0.014058,0.01244,0.276527,0.002767,0.531597,0.000239,0.687563,0.034493
548,0.002413,0.003623,0.012151,0.001386,0.000127,0.002017,0.007181,0.013957,0.012835,0.292337,0.003455,0.533334,0.001022,0.687159,0.036911
549,-0.001281,0.004979,0.011411,-0.000334,-0.000331,0.000701,0.007303,0.013104,0.012476,0.283056,0.002778,0.519906,0.000527,0.679388,0.035773
550,-0.001896,0.006107,0.010418,0.000543,-0.000403,0.000643,0.007399,0.013133,0.012636,0.278485,0.002906,0.519701,0.000361,0.68039,0.035422
551,-0.004682,0.005425,0.013106,-0.004809,-0.000756,-0.000629,0.007815,0.011972,0.011603,0.260013,0.002263,0.496785,0.000549,0.669478,0.034807
552,0.000727,0.004312,0.01297,0.001857,-8.1e-05,0.001448,0.007622,0.01439,0.012944,0.28664,0.003254,0.531654,0.00067,0.687938,0.036431
553,0.000103,0.00494,0.010185,0.000643,-0.000157,0.001261,0.006977,0.013087,0.012652,0.289162,0.003054,0.519957,0.000715,0.679741,0.036825
554,-0.005042,0.008997,0.012318,-0.002584,-0.000786,-9.8e-05,0.008879,0.012585,0.012038,0.279959,0.001849,0.493587,0.000571,0.673975,0.033871
555,-0.000852,0.003679,0.010302,-0.000356,-0.000283,0.000611,0.006513,0.012742,0.012453,0.283835,0.002903,0.516201,0.000732,0.676362,0.036267
556,-0.001734,0.006282,0.012322,-0.001229,-0.000382,0.000777,0.008026,0.013065,0.012311,0.272454,0.002846,0.525646,0.000271,0.679782,0.035106
557,-0.002819,0.007386,0.012111,4.1e-05,-0.000514,0.000528,0.008335,0.01348,0.012564,0.275105,0.002706,0.516895,0.000422,0.68234,0.034611
558,-0.001257,0.006394,0.010156,-0.003652,-0.000322,0.000966,0.00741,0.0115,0.011786,0.27465,0.002644,0.508297,0.000519,0.669687,0.035762
559,0.000289,0.003405,0.010999,-0.002341,-0.00014,0.001054,0.006647,0.012219,0.012065,0.285596,0.002849,0.517008,0.00068,0.673117,0.037121
560,-0.000379,0.00437,0.013368,0.000224,-0.00022,0.000997,0.007709,0.013908,0.012622,0.281868,0.002976,0.525388,0.000641,0.684412,0.035736
561,-0.001351,0.005473,0.010722,-0.001945,-0.000338,0.000756,0.007258,0.012299,0.01214,0.271372,0.002941,0.512347,0.000534,0.674913,0.035941
562,0.000532,0.003281,0.008973,-0.000797,-0.00011,0.0011,0.006014,0.012166,0.012342,0.292663,0.003013,0.515849,0.000758,0.671629,0.037608
563,-0.000663,0.003812,0.012444,0.004153,-0.000258,0.000753,0.007253,0.015074,0.013398,0.29824,0.002925,0.534261,0.000785,0.691063,0.035635
564,-0.00229,0.005169,0.012439,-0.002242,-0.000457,0.000326,0.007629,0.012715,0.012109,0.271839,0.002641,0.521631,0.000251,0.677151,0.035265
565,-0.001631,0.006461,0.01058,-0.001663,-0.000369,0.000827,0.007566,0.012368,0.012194,0.274274,0.002809,0.514943,0.00034,0.675882,0.035505
566,-0.001504,0.004512,0.01123,-0.001025,-0.000361,0.000512,0.007065,0.012788,0.012334,0.283127,0.002666,0.517014,0.000591,0.677257,0.035818
567,-0.003883,0.007037,0.009278,-0.001535,-0.000649,-3.8e-05,0.007303,0.01202,0.012198,0.27755,0.002347,0.500542,0.000503,0.671831,0.035279
568,-0.00301,0.008595,0.011102,-0.003557,-0.000533,0.000666,0.00843,0.011846,0.011821,0.273161,0.002375,0.499414,0.000458,0.672054,0.034373
569,-0.000731,0.004482,0.013069,-0.001187,-0.000264,0.000864,0.007635,0.013294,0.012332,0.279185,0.002829,0.520939,0.000558,0.680346,0.035684
570,-0.00141,0.007403,0.009718,0.000976,-0.000337,0.001091,0.007678,0.013089,0.012712,0.284099,0.002875,0.520465,0.000406,0.681528,0.035367
571,-0.001017,0.00583,0.011231,-0.005221,-0.000294,0.000976,0.007524,0.011245,0.011488,0.266892,0.002727,0.505492,0.000455,0.667211,0.035881
572,-0.000519,0.005273,0.011449,0.000564,-0.000234,0.001082,0.007456,0.013451,0.012658,0.288689,0.002884,0.523046,0.000541,0.681947,0.03603
573,-0.002758,0.008792,0.009966,-0.001314,-0.000501,0.000793,0.008188,0.012329,0.012254,0.277185,0.002544,0.504444,0.000466,0.677616,0.034458
574,8.9e-05,0.005831,0.01394,2.1e-05,-0.000155,0.001489,0.008426,0.014022,0.01259,0.283203,0.002954,0.529858,0.000499,0.687059,0.035673
575,-0.001594,0.007416,0.011038,0.001048,-0.00036,0.001037,0.008075,0.013523,0.012748,0.280945,0.0029,0.524285,0.000342,0.683923,0.034955
576,-0.000282,0.004648,0.011794,-0.002946,-0.000207,0.001066,0.007312,0.012251,0.011956,0.27871,0.002828,0.515314,0.000613,0.674286,0.036494
577,-0.001336,0.006485,0.013259,-0.000269,-0.000332,0.001001,0.008405,0.013711,0.01252,0.278462,0.00282,0.532206,0.000257,0.684316,0.034952
578,-0.001464,0.004662,0.010989,-0.0018,-0.000355,0.000554,0.007042,0.012428,0.012174,0.275399,0.002814,0.513573,0.000571,0.674914,0.035939
579,-0.001052,0.004435,0.015345,0.002381,-0.000304,0.000756,0.008323,0.015318,0.01309,0.27926,0.003018,0.530687,0.000601,0.693233,0.035186
580,-0.003234,0.006138,0.011709,-0.001653,-0.000571,0.000102,0.007732,0.012717,0.012215,0.27011,0.002614,0.513165,0.000383,0.675815,0.03518
581,-0.002077,0.005654,0.013218,0.001176,-0.000428,0.000524,0.008077,0.014226,0.012811,0.281463,0.002754,0.533873,0.000272,0.686801,0.034932
582,-0.002795,0.005662,0.010996,0.003226,-0.000518,0.000184,0.007403,0.014301,0.013187,0.287106,0.002803,0.531066,0.000375,0.68543,0.035254
583,-0.00297,0.005841,0.010613,-0.00232,-0.000539,0.000139,0.007298,0.01213,0.012063,0.270233,0.00262,0.511656,0.000343,0.672344,0.035363
584,-0.002951,0.00677,0.012467,0.000683,-0.000533,0.000358,0.00822,0.013822,0.012699,0.279002,0.002626,0.520823,0.000408,0.683193,0.034813
585,-0.000822,0.003792,0.01379,-0.002346,-0.000278,0.000703,0.007589,0.013081,0.012111,0.277582,0.002696,0.514209,0.000647,0.67904,0.035681
586,-0.001779,0.005293,0.01346,0.000868,-0.000392,0.000584,0.008027,0.014184,0.012753,0.278245,0.002824,0.533588,0.000248,0.686554,0.035096
587,-0.002086,0.006797,0.009962,-0.003751,-0.000424,0.00069,0.007467,0.011407,0.011763,0.271363,0.002563,0.507089,0.000382,0.669374,0.035435
588,-0.001053,0.005588,0.011463,-0.002196,-0.0003,0.000917,0.007531,0.012435,0.012102,0.270998,0.002953,0.514378,0.000472,0.675323,0.035732
589,-0.002193,0.004859,0.013437,0.000913,-0.000446,0.000323,0.007849,0.014189,0.012762,0.276358,0.002813,0.531637,0.000289,0.685983,0.035057
590,-0.001764,0.005724,0.011582,-0.000173,-0.000388,0.000644,0.007609,0.013223,0.012512,0.278176,0.002818,0.528692,0.000277,0.680856,0.035399
591,-0.003067,0.007347,0.010862,-0.002532,-0.000545,0.000395,0.007913,0.012141,0.012024,0.276831,0.002323,0.505166,0.000455,0.673214,0.034884
592,-0.001499,0.006575,0.011091,0.000199,-0.000352,0.000914,0.007782,0.013217,0.012578,0.277435,0.002944,0.521356,0.000353,0.68117,0.035279
593,-0.001708,0.005347,0.010421,0.000291,-0.000383,0.000575,0.007129,0.013034,0.012586,0.279003,0.002901,0.518046,0.00043,0.679235,0.035695
594,-0.001485,0.004689,0.010529,-0.001652,-0.000358,0.000543,0.006914,0.012341,0.012196,0.275545,0.002857,0.511581,0.000612,0.674364,0.036008
595,-0.002114,0.006262,0.010979,-0.001481,-0.00043,0.00059,0.007598,0.012557,0.012238,0.271978,0.002797,0.5183,0.000295,0.676588,0.035228
596,-0.003219,0.004949,0.012163,-0.003116,-0.000574,-0.000116,0.007425,0.012304,0.011928,0.267696,0.002516,0.514198,0.000285,0.672668,0.035373
597,-0.001674,0.005529,0.01215,-0.003478,-0.000378,0.000653,0.007684,0.012171,0.011855,0.265624,0.002809,0.519976,0.00031,0.673678,0.035556
598,-0.002871,0.007098,0.010397,-0.00209,-0.000522,0.000422,0.007694,0.012159,0.012105,0.280797,0.00233,0.508226,0.000381,0.673986,0.03496
599,-0.002086,0.007062,0.010525,0.001309,-0.000423,0.000751,0.007777,0.013458,0.012793,0.280365,0.002875,0.52118,0.000385,0.68324,0.035004
600,-0.002444,0.007324,0.00953,-0.000671,-0.000467,0.000633,0.007542,0.01242,0.012377,0.280794,0.002616,0.511139,0.000421,0.677179,0.035056
601,-0.002327,0.0065,0.010727,-0.002897,-0.000456,0.000542,0.007588,0.011957,0.011948,0.273991,0.002521,0.512129,0.00031,0.672371,0.035183
602,-0.001484,0.007328,0.010453,-0.002413,-0.000347,0.001057,0.00784,0.012059,0.012041,0.275434,0.002695,0.513024,0.000363,0.674724,0.035357
603,-0.001828,0.005617,0.011568,0.000173,-0.000397,0.000596,0.007567,0.013346,0.012581,0.279631,0.002797,0.529525,0.000276,0.681086,0.03535
604,-0.001798,0.007295,0.009111,-0.002778,-0.000386,0.000895,0.007409,0.01151,0.011945,0.270713,0.002761,0.506661,0.000438,0.671375,0.035568
605,-0.002312,0.00827,0.010768,-0.002269,-0.000447,0.000894,0.008248,0.012218,0.012075,0.273617,0.002593,0.508669,0.000387,0.675943,0.034585
606,-0.003265,0.007822,0.010467,0.000217,-0.000568,0.000397,0.007983,0.013042,0.012571,0.284232,0.002434,0.509915,0.000471,0.678933,0.034761
607,-0.002282,0.006713,0.011029,-0.000472,-0.000449,0.000607,0.00778,0.01295,0.012442,0.275455,0.002773,0.520065,0.000337,0.679617,0.034996
608,-0.002995,0.007353,0.009625,-0.002698,-0.000536,0.000407,0.007544,0.011699,0.01197,0.273115,0.0025,0.503219,0.000409,0.67124,0.035033
609,-0.00332,0.007484,0.010362,-0.002837,-0.000577,0.000306,0.0078,0.011875,0.011954,0.272311,0.002404,0.501521,0.000437,0.671232,0.034998
610,-0.00268,0.005869,0.010629,-0.001607,-0.000503,0.000267,0.007329,0.012399,0.012207,0.271045,0.002725,0.516086,0.00033,0.67461,0.035255
611,-0.001177,0.006056,0.011573,-0.000822,-0.000313,0.000957,0.007742,0.012983,0.012381,0.276002,0.002909,0.519302,0.000436,0.679661,0.0356
612,-0.002171,0.005533,0.010459,-0.00276,-0.00044,0.000415,0.007164,0.011916,0.011971,0.268463,0.002779,0.510874,0.000333,0.672165,0.035607
613,-0.002658,0.006566,0.010212,-0.002952,-0.000497,0.000406,0.007445,0.011778,0.011928,0.275052,0.002454,0.508027,0.000349,0.671301,0.035182
614,-0.002718,0.006074,0.010597,-0.003391,-0.000507,0.000291,0.007376,0.01173,0.011846,0.271042,0.002496,0.510356,0.000333,0.669923,0.035259
615,-0.002336,0.006218,0.010786,-0.001953,-0.000458,0.000484,0.007512,0.012322,0.012139,0.271792,0.002714,0.515601,0.000315,0.675086,0.035246
616,-0.001894,0.005818,0.011238,-0.002897,-0.000404,0.000601,0.007511,0.012108,0.011957,0.267431,0.002807,0.515948,0.000276,0.673413,0.035489
617,-0.001408,0.005182,0.010925,-0.001153,-0.000346,0.000678,0.007218,0.012652,0.012303,0.275438,0.002897,0.51477,0.000557,0.676995,0.035874
618,-0.00211,0.006151,0.011461,-0.002233,-0.00043,0.000578,0.007697,0.012426,0.012094,0.269187,0.002781,0.519386,0.000284,0.675537,0.035204
619,-0.000459,0.005595,0.011048,-0.00181,-0.000225,0.001164,0.007433,0.01245,0.012173,0.27645,0.00298,0.514151,0.000559,0.676394,0.03629
620,-0.003493,0.007129,0.009924,-0.002785,-0.0006,0.000156,0.007534,0.011756,0.011957,0.272686,0.002391,0.50082,0.000448,0.670091,0.035161
621,-0.001556,0.006187,0.011793,-0.00055,-0.00036,0.000826,0.007844,0.013152,0.012439,0.275507,0.002875,0.527387,0.000261,0.680562,0.035276
622,-0.003086,0.005936,0.011978,-0.003582,-0.000554,0.00013,0.007728,0.012084,0.011831,0.264866,0.002563,0.51011,0.000356,0.671048,0.035259
623,-0.001709,0.006548,0.011169,-0.003181,-0.000378,0.000821,0.007758,0.011988,0.011898,0.271239,0.002683,0.514305,0.000309,0.672581,0.035351
624,-0.002619,0.00709,0.010081,-0.000791,-0.00049,0.000522,0.007615,0.012543,0.012362,0.281833,0.00253,0.51184,0.000388,0.67706,0.035017
625,-0.001776,0.005628,0.011163,-0.003438,-0.00039,0.000613,0.007419,0.011883,0.011846,0.265902,0.002815,0.513597,0.000304,0.67216,0.035699
626,-0.002608,0.006059,0.010403,-0.004406,-0.000493,0.000331,0.007308,0.011294,0.011639,0.270727,0.002428,0.506611,0.000328,0.667418,0.035389
627,-0.003349,0.007191,0.009927,-0.003081,-0.000581,0.00023,0.00756,0.011648,0.011898,0.27209,0.002401,0.501026,0.000418,0.669308,0.035134
628,-0.003064,0.006965,0.010314,-0.002551,-0.000547,0.000313,0.007609,0.011962,0.012011,0.277068,0.002373,0.505174,0.000415,0.672035,0.035072
629,-0.004289,0.007264,0.009614,-0.004683,-0.000699,-0.00016,0.007445,0.010959,0.011569,0.269988,0.002153,0.489718,0.000541,0.663165,0.035153
630,-0.002597,0.00621,0.010072,-0.001727,-0.000491,0.00036,0.007287,0.012186,0.012173,0.274104,0.002642,0.512127,0.000335,0.673676,0.035294
